MAKE,MODEL,COLOR,YEAR,ODOMETER,STATE,SELLER,UNITS_SOLD,TOTAL_REVENUE,AVG_PRICE
BMW,5 Series,gray,2012,25921,nv,financial services remarketing (lease),1,29000,29000
Honda,Odyssey,black,2012,51307,pa,ahfc/honda lease trust/hvt  inc.,1,18800,18800
Mercedes-Benz,M-Class,white,2012,47876,tx,fort worth audi,1,34000,34000
Toyota,Corolla,black,2012,32975,fl,world omni financial corporation,1,11200,11200
Mercury,Mountaineer,red,2010,97622,il,wells fargo dealer services,1,9600,9600
Acura,RDX,gray,2008,121057,pa,r hollenshead auto sales inc,1,8000,8000
Mazda,CX-7,black,2008,58470,nj,mp motors inc,1,8800,8800
Ford,F-150,white,2006,129784,tx,mobilease,1,4300,4300
Mazda,Mazda3,blue,2006,115539,mo,santander consumer,1,4400,4400
Nissan,Armada,Ã¢â‚¬â€,2006,70475,pa,r hollenshead auto sales inc,1,14400,14400
Honda,Odyssey,silver,2002,194585,md,autonation honda dulles,1,1000,1000
Ford,Fusion Hybrid,Ã¢â‚¬â€,2014,33572,ga,avis budget group,1,19100,19100
Jeep,Grand Cherokee,silver,2014,38715,tn,avis corporation,1,27700,27700
Jeep,Compass,white,2014,21325,pa,hertz corporation/gdp,1,15400,15400
Nissan,NV Cargo,white,2014,13143,pa,enterprise veh exchange/rental,1,18300,18300
Ford,Explorer,black,2013,41823,mo,ars/avis budget group,1,24500,24500
Ford,F-150,black,2013,22054,pa,shults ford lincoln,1,23900,23900
Mitsubishi,Outlander Sport,black,2013,10992,fl,mmca  inc,1,14000,14000
Nissan,Altima,white,2013,10964,tx,nissan motor acceptance corporation,1,13400,13400
Honda,Insight,gray,2012,46018,il,ahfc/honda lease trust/hvt  inc.,1,9000,9000
Ford,Escape,Ã¢â‚¬â€,2013,65399,nj,wheels exchange llc,1,16100,16100
Chrysler,Town and Country,blue,2007,113000,mi,remarketing by ge/michigan schools & govt cu,1,3600,3600
Lexus,IS 250,red,2014,15879,fl,remarketing by ge/manheim orlando,1,28800,28800
Ford,Fiesta,white,2013,9835,mn,ford motor credit company llc,1,10800,10800
Dodge,Nitro,silver,2011,97219,wi,capital one auto finance,1,8300,8300
Ford,Fusion,red,2011,87756,mi,santander consumer,1,7000,7000
Saab,03-Sept,black,2008,79839,il,santander consumer,1,5300,5300
Mercedes-Benz,M-Class,gold,2002,81663,fl,lexus of tampa bay,1,3400,3400
Nissan,Pathfinder,gray,2000,176304,mo,dt inventory,1,700,700
Chevrolet,Impala,silver,2014,16119,ne,enterprise vehicle exchange/davenport,1,20500,20500
Infiniti,G Sedan,black,2011,29258,pa,kly international,1,16800,16800
Chevrolet,Captiva Sport,Ã¢â‚¬â€,2012,43279,fl,wheels exchange llc,1,11900,11900
Jeep,Wrangler,green,2012,34556,mi,automobiles paille inc,1,18600,18600
Lexus,IS 250,gray,2008,83005,fl,capital one auto finance,1,12900,12900
Honda,CR-V,black,2012,20358,tx,rlb investments,1,22500,22500
Chevrolet,TrailBlazer,white,2005,95204,fl,regional acceptance corporation / greenville,1,2800,2800
Chevrolet,Cruze,silver,2012,57348,tx,chrysler capital,1,9900,9900
Toyota,Corolla,white,2011,30502,ga,world omni financial corporation,1,12300,12300
Chrysler,200,Ã¢â‚¬â€,2014,33329,tn,chrysler capital,1,10300,10300
Kia,Sorento,silver,2011,70644,va,consumer portfolio services,1,12800,12800
Nissan,Pathfinder,off-white,2003,148099,ga,hennessy mazda buick gmc,1,3100,3100
Mercedes-Benz,CL-Class,black,2008,30933,ca,bmw north scottsdale,1,34750,34750
Nissan,Maxima,gold,2003,138384,nc,crossroads infiniti inc,1,3400,3400
Toyota,Tundra,white,2012,110637,mo,dodge city motors inc,1,18100,18100
Toyota,Corolla,silver,2011,44431,nv,budget rent a car & sales,1,11300,11300
Audi,A4,black,2009,87368,wa,audi of tacoma,1,12500,12500
Hyundai,Accent,white,2009,71646,az,larry h miller toyota peoria,1,5300,5300
Kia,Sorento,gray,2012,40185,pa,classic buick gmc,1,15500,15500
Volkswagen,Jetta,Ã¢â‚¬â€,2012,39586,fl,vw credit,1,10000,10000
Dodge,Journey,silver,2010,140202,mn,select lane,1,8100,8100
Chevrolet,Tahoe,black,2015,10055,nj,enterprise veh exchange/rental,1,53500,53500
Mazda,Mazda5,black,2010,66174,ca,sky touch imports inc,1,9500,9500
Volkswagen,Passat,silver,2006,118273,ne,lexus of lincoln,1,3400,3400
Ford,Edge,black,2013,23748,fl,remarketing by ge/space coast credit union,1,16900,16900
Cadillac,STS,gold,2005,141278,ca,premium auto wholesale,1,4500,4500
Honda,Pilot,gray,2012,32495,pa,ahfc/honda lease trust/hvt  inc. eot,1,11600,11600
Toyota,RAV4,Ã¢â‚¬â€,2012,83782,oh,ge fleet services for itself/servicer,1,11600,11600
BMW,3 Series,gray,2011,35293,nv,financial services remarketing (lease),1,17700,17700
Audi,Q5,black,2010,87014,fl,universal motors of miami inc,1,16800,16800
Ford,F-150,gray,2005,61830,mn,select lane,1,12700,12700
Ford,Fusion,gray,2013,15039,il,ford motor credit company llc,1,15200,15200
Ford,Fusion,blue,2013,22615,il,ford motor credit company llc,1,15000,15000
Cadillac,CTS,blue,2012,40099,pa,924 auto corp,1,20250,20250
Dodge,Charger,white,2006,1,ga,capital one auto finance,1,1700,1700
Ford,Focus,white,2014,17935,tn,ford motor credit company,1,12200,12200
MINI,Cooper,blue,2012,23370,oh,bmw mini financial services,1,14500,14500
Lincoln,MKZ,white,2012,35750,tn,ford motor credit company llc,1,15000,15000
BMW,3 Series,purple,2009,86784,md,darcars toyota,1,9300,9300
Kia,Spectra,silver,2009,125689,oh,santander consumer,1,2700,2700
Dodge,Avenger,silver,2013,56013,nj,the hertz corporation,1,9300,9300
Nissan,Maxima,white,2012,55250,pa,nissan-infiniti lt,1,16400,16400
Jeep,Liberty,Ã¢â‚¬â€,2011,65313,il,ge fleet services for itself/servicer,1,12500,12500
Toyota,Sienna,blue,2011,89835,oh,jr's auto city inc,1,17750,17750
Chevrolet,Malibu,Ã¢â‚¬â€,2010,70624,pa,r hollenshead auto sales inc,1,8200,8200
Dodge,Charger,gray,2010,90866,nj,wells fargo dealer services,1,7700,7700
Ford,Taurus,silver,2009,115935,ny,ford motor credit company llc,1,2600,2600
Mercedes-Benz,GL-Class,white,2009,59185,ga,remarketing by ge/nextgear capital,1,24800,24800
BMW,3 Series,gray,2007,96068,fl,plus auto sales corp,1,6900,6900
Ford,Focus,gray,2014,34741,tx,enterprise vehicle exchange / tra / rental / tulsa,1,9300,9300
Suzuki,Forenza,gold,2007,185974,tx,santander consumer,1,500,500
Dodge,Grand Caravan,red,2013,38491,fl,ez rent a car inc,1,13200,13200
Honda,Accord,white,2012,34601,pa,ahfc/honda lease trust/hvt  inc. eot,1,11900,11900
Hyundai,Sonata,silver,2014,12942,fl,capital one auto finance,1,12200,12200
Dodge,Durango,white,2014,23853,nc,chrysler capital,1,22700,22700
Toyota,Corolla,silver,2007,87053,va,pohanka acura,1,5500,5500
Kia,Forte,white,2014,39570,wi,avis corporation,1,11300,11300
Nissan,Maxima,burgundy,2004,107363,ga,wells fargo dealer services,1,4900,4900
Dodge,Charger,black,2007,98145,nc,crossroads infiniti inc,1,12500,12500
Toyota,Highlander,blue,2003,201562,tn,toyota knoxville,1,4000,4000
Ford,Mustang,white,2014,56077,nv,dtg operations inc,1,13500,13500
Lincoln,MKZ,Ã¢â‚¬â€,2014,24894,tx,ars/enterprise,1,21500,21500
Ford,Ranger,white,2010,64457,ca,onemain rem/m&m auto traders,1,9600,9600
Chevrolet,Equinox,blue,2010,129001,tn,santander consumer,1,6000,6000
Mercury,Montego,red,2005,136747,ga,peoples credit company inc,1,1000,1000
Cadillac,DeVille,silver,2001,67711,ne,woodhouse chevrolet,1,3600,3600
Ford,Escape,gray,2013,81968,nc,emkay inc,1,11600,11600
Ford,Explorer,white,2013,30019,tn,ford motor credit company llc,1,26400,26400
Jeep,Wrangler,black,2013,23069,va,pohanka honda of fredericksburg,1,24900,24900
Ford,Explorer,white,2012,35733,tx,ford motor credit company llc,1,26500,26500
BMW,5 Series,gray,2011,27923,wa,financial services remarketing (lease),1,25900,25900
Cadillac,SRX,white,2011,51000,nj,us bank,1,19800,19800
Nissan,Altima,gray,2012,18714,nj,nissan-infiniti lt,1,18000,18000
Ford,Escape,black,2014,38314,il,avis budget group,1,18200,18200
Ford,Fusion,gray,2013,17932,il,ford motor credit company llc,1,23800,23800
Hyundai,Elantra,white,2013,3153,fl,hyundai motor finance,1,11800,11800
Kia,Sorento,white,2014,39805,ca,avis corporation,1,17200,17200
Toyota,Camry,white,2014,15805,nc,toyota motor sales usa inc/program,1,16300,16300
Hyundai,Genesis,silver,2012,16600,fl,hyundai motor finance,1,22800,22800
Hyundai,Tucson,silver,2012,27905,nj,lester glenn buick,1,15600,15600
Ford,Edge,black,2011,58330,nj,bmw of mount laurel,1,20300,20300
Ford,Fusion,Ã¢â‚¬â€,2011,105357,fl,wheels exchange llc,1,5900,5900
Mercedes-Benz,C-Class,Ã¢â‚¬â€,2011,47042,fl,mercedes-benz financial services,1,16800,16800
Nissan,Rogue,gray,2011,25413,pa,nissan-infiniti lt,1,12000,12000
Nissan,Rogue,gray,2011,54303,tx,nissan-infiniti lt,1,13200,13200
Toyota,Corolla,black,2011,58781,md,all car leasing inc,1,9200,9200
GMC,Yukon,gold,2007,131569,tx,wells fargo dealer services,1,12900,12900
BMW,3 Series,black,2006,88603,fl,remarketing by ge/hardy automotive llc,1,6000,6000
Dodge,Grand Caravan,gold,2014,14393,pa,enterprise holdings/gdp,1,17100,17100
Ford,Focus,blue,2014,41130,mo,ars/avis budget group,1,12400,12400
Honda,Accord,silver,2013,28807,nc,t & k enterprises of mt airy inc,1,15900,15900
Chevrolet,Malibu,silver,2012,28830,md,exeter finance corp,1,11300,11300
Chevrolet,Silverado 1500,white,2006,80111,tx,dt credit corporation,1,6600,6600
,,silver,2005,112445,az,jpmorgan chase bank n.a.,1,4800,4800
Jeep,Wrangler,burgundy,2004,79867,mi,stratford hyundai,1,10000,10000
Ford,Windstar,gray,2001,194577,va,dt inventory,1,300,300
Ford,F-150,white,2012,17284,wa,u-haul,1,17100,17100
Mercedes-Benz,M-Class,white,2002,165866,oh,automotive remarketing aka carolina title loans,1,900,900
Saturn,S-Series,gray,1998,247348,va,browns alexandria mazda,1,450,450
Chevrolet,Equinox,black,2013,82808,nc,flexco fleet services,1,12100,12100
Chevrolet,Malibu,blue,2013,47606,ca,fox rent a car tra,1,5500,5500
Jeep,Grand Cherokee,green,2013,27287,ga,kern automotive group inc,1,28600,28600
Chevrolet,Traverse,black,2012,141466,mo,primeritus remarketing/fast line auto sales inc,1,9600,9600
Chevrolet,Tahoe,gray,2006,109926,nc,hendrick chrysler dodge jeep ram of concord,1,7400,7400
Nissan,Sentra,black,2011,22246,pa,nissan-infiniti lt,1,8600,8600
Toyota,Camry,silver,2010,110669,fl,world omni financial corporation,1,8400,8400
Ford,Fusion,white,2012,39142,tx,santander consumer,1,10700,10700
Volkswagen,CC,gray,2013,55575,la,dollar thrifty auto group/faao,1,13600,13600
Dodge,Journey,Ã¢â‚¬â€,2012,64061,fl,northwestern chrys/j/d/ge,1,10600,10600
GMC,Envoy XUV,purple,2004,152331,va,browns fairfax nissan,1,2600,2600
Jeep,Liberty,silver,2006,110119,fl,autonation toyota winter park,1,4500,4500
Lincoln,MKS,Ã¢â‚¬â€,2014,24284,tn,ford motor credit company,1,24200,24200
Mercedes-Benz,E-Class,black,2013,12259,ga,mercedes-benz financial services,1,30000,30000
Ford,Focus,white,2012,41820,ga,kern automotive group inc,1,10600,10600
Chevrolet,Malibu,black,2014,4081,va,gm financial,1,14300,14300
Dodge,Durango,gray,2014,16326,ca,enterprise vehicle exchange/orange,1,30000,30000
Mercedes-Benz,GL-Class,white,2014,18571,fl,sixt rent a car,1,56500,56500
Lexus,IS 250 C,white,2010,62545,nj,mercedes benz of freehold,1,18500,18500
BMW,6 Series,black,2014,10736,ca,the hertz corporation,1,65000,65000
Kia,Sorento,silver,2015,13878,ca,kia motors america  inc,1,20750,20750
Hyundai,Sonata,red,2015,8311,ca,avis tra,1,4200,4200
Kia,Optima,gray,2013,18554,ca,kia motors america  inc,1,15700,15700
Volkswagen,Passat,burgundy,2013,27525,ca,american car finance inc,1,4900,4900
Nissan,Rogue,blue,2013,27187,ca,nissan motor acceptance corporation,1,15500,15500
Volkswagen,Beetle,gray,2013,38019,ca,avis rac/san leandro,1,27100,27100
Toyota,Prius,white,2013,68829,ca,i auto sales inc,1,14600,14600
Audi,S4,black,2012,13044,ca,fratelli investment group,1,35250,35250
bmw,750li,white,2012,24739,ca,financial services remarketing (lease),1,46750,46750
BMW,7 Series,blue,2012,17676,ca,financial services remarketing (lease),1,36500,36500
bmw,750li,blue,2012,32267,ca,financial services remarketing (lease),1,45000,45000
BMW,3 Series,gray,2012,57117,ca,onemain rem/manheim san francisco bay,1,17500,17500
Ford,E-Series Wagon,white,2012,42804,ca,enterprise vehicle exchange / tra / rental / tulsa,1,16000,16000
Ford,F-150,gray,2012,51189,ca,ford motor credit company llc pd,1,20200,20200
Chevrolet,Malibu,silver,2012,67321,ca,the hertz corporation/gm,1,9300,9300
Ford,Edge,black,2012,32802,ca,ford motor credit company llc pd,1,18400,18400
Ford,E-Series Van,white,2012,46441,ca,enterprise vehicle exchange / tra / rental / tulsa,1,11900,11900
BMW,X5,black,2012,45760,ca,financial services remarketing (lease),1,36500,36500
Honda,Odyssey,silver,2012,34467,ca,ahfc/honda lease trust/hvt  inc. eot,1,22250,22250
Infiniti,G Sedan,black,2012,31239,ca,nissan infiniti lt,1,19000,19000
Infiniti,G Sedan,white,2012,26216,ca,nissan infiniti lt,1,22750,22750
MINI,Cooper,red,2012,32031,ca,bmw mini financial services,1,14000,14000
Kia,Optima,silver,2012,12267,ca,kia motors america  inc,1,17000,17000
Kia,Optima,silver,2012,49523,ca,kia motors finance,1,14200,14200
,,black,2012,60828,ca,jpmorgan chase bank n.a.,1,40500,40500
Toyota,Camry Hybrid,red,2012,59349,ca,jpmorgan chase bank n.a.,1,15600,15600
Mercedes-Benz,GL-Class,Ã¢â‚¬â€,2012,58460,ca,mercedes-benz finc wholesale advantage,1,27750,27750
Volvo,S60,gray,2012,32782,ca,fiserv/usb dealer services northstar exchange,1,15700,15700
BMW,3 Series,gray,2011,61948,ca,financial services remarketing (lease),1,17000,17000
BMW,3 Series,black,2011,27588,ca,financial services remarketing (lease),1,20500,20500
BMW,3 Series,gray,2011,36389,ca,financial services remarketing (lease),1,21500,21500
Volkswagen,Jetta,Ã¢â‚¬â€,2012,31935,ca,vw credit,1,7700,7700
Honda,Accord,blue,2011,32555,ca,exeter finance corp,1,12800,12800
Mercedes-Benz,C-Class,white,2011,43589,ca,jpmorgan chase bank n.a.,1,15500,15500
Ford,F-150,white,2010,140738,ca,enterprise fm exchange/tra/lease,1,4100,4100
Nissan,Sentra,silver,2010,43729,ca,gm financial,1,9100,9100
Nissan,370Z,red,2010,71287,ca,century dealer services corp,1,17500,17500
Volkswagen,Touareg 2,burgundy,2008,75901,ca,jpmorgan chase bank n.a.,1,3000,3000
Pontiac,Grand Prix,gray,2008,144369,ca,onemain rem/casey's car inc,1,2700,2700
Volkswagen,Passat,gray,2012,76017,fl,santander consumer,1,8500,8500
Honda,Accord,black,2009,103047,fl,santander consumer,1,9100,9100
Nissan,Sentra,Ã¢â‚¬â€,2014,23248,fl,southeastern car & truck rental,1,11900,11900
Chevrolet,Silverado 2500HD,black,2012,67282,tx,tdaf remarketing,1,36000,36000
Jeep,Liberty,white,2012,62340,ca,remarketing by ge/larry h miller-fleet lease,1,11700,11700
Nissan,Altima,gray,2012,61242,mo,the hertz corporation,1,8800,8800
Kia,Sportage,gray,2011,35727,oh,mentor mitsubishi,1,17300,17300
MINI,Cooper,white,2009,40794,nc,infiniti of charlotte,1,9600,9600
Jeep,Liberty,green,2008,79819,mi,automobiles paille inc,1,8800,8800
Lexus,RX 350,Ã¢â‚¬â€,2007,95377,fl,alternative enterprises inc,1,14200,14200
Honda,Accord,white,1998,272445,va,select remarketing group llc/anderson financial,1,400,400
Infiniti,Q50,gray,2014,12765,tn,nissan infiniti lt,1,28600,28600
Nissan,Altima,gray,2014,22178,fl,intercontinental fleet corp,1,13700,13700
Chrysler,Town and Country,black,2012,14753,pa,fiserv/usb dealer services northstar exchange,1,15100,15100
Honda,Pilot,gray,2009,89361,ny,j zap llc,1,14200,14200
Kia,Optima,gray,2012,50528,oh,hyundai motor finance,1,16600,16600
Nissan,Sentra,black,2012,48890,ga,gm financial,1,7400,7400
Ford,F-150,black,2011,47879,pa,ford motor credit company llc,1,18900,18900
Cadillac,DTS,silver,2010,58455,tx,tdaf remarketing,1,15400,15400
Volvo,C30,black,2010,74278,tx,auto financial group,1,8100,8100
Nissan,Murano,white,2009,77557,ca,jaguar land rover carlsbad,1,12000,12000
Toyota,Tundra,white,2008,160675,pa,daniel thomas sales,1,12800,12800
Ford,Explorer,black,2006,184112,ga,santander consumer,1,3100,3100
Mitsubishi,Montero,silver,2006,128777,az,onesource/southwest remarketing,1,4300,4300
BMW,3 Series,blue,2002,90144,nc,crossroads ford of fuquay-varina,1,4700,4700
BMW,5 Series,silver,1998,227736,ca,trade in solutions irvine,1,1200,1200
Nissan,Murano,black,2014,29327,mi,enterprise veh exchange/rental,1,17500,17500
Ford,Escape,white,2013,74699,mo,automotive solutions llc,1,11800,11800
Chevrolet,Captiva Sport,silver,2014,27766,ca,enterprise veh exchange/rental,1,14000,14000
Chevrolet,TrailBlazer,gray,2006,156588,ga,tj lending,1,3000,3000
Ford,Fusion,black,2012,73718,ny,adk auto brokers inc,1,8700,8700
Infiniti,M,black,2012,40464,nj,nissan infiniti lt,1,25250,25250
Volkswagen,Tiguan,black,2012,18802,oh,vw credit,1,15600,15600
Chevrolet,Malibu,gray,2010,101969,fl,wells fargo dealer services,1,6700,6700
Chevrolet,Malibu,white,2014,22020,fl,gm remarketing,1,16000,16000
Dodge,Avenger,blue,2008,142352,ca,quality acceptance,1,2400,2400
Honda,Odyssey,Ã¢â‚¬â€,2008,96855,ca,a & a auto sales,1,13200,13200
Mercedes-Benz,CL-Class,white,2008,89508,pa,royal coast auto inc,1,32800,32800
Volkswagen,Passat,blue,2008,135382,tx,dt credit corporation,1,3300,3300
Chevrolet,Impala,burgundy,2007,97839,oh,wells fargo dealer services,1,5900,5900
Saturn,VUE,silver,2006,113031,md,credit acceptance corp/vrs/southfield,1,3600,3600
Buick,LaCrosse,white,2005,45771,fl,credit acceptance corp/vrs/southfield,1,7800,7800
Jeep,Wrangler,silver,2004,107845,nj,autolenders liquidation center,1,8200,8200
Toyota,Avalon,silver,2000,179237,nc,hendrick kia of cary,1,1400,1400
Toyota,Highlander,gray,2013,35988,pa,towne motors inc,1,23500,23500
Toyota,Corolla,red,2010,46046,ga,germain toyota of sarasota,1,8100,8100
Nissan,Pathfinder,black,2008,60538,pa,jersey motors inc,1,13000,13000
Audi,A4,blue,2004,84343,pa,autocelli inc,1,5700,5700
Ford,Explorer,silver,2013,36663,mi,ford motor credit company llc,1,19000,19000
Ford,Focus,black,2013,23332,tn,ford motor credit company llc,1,9000,9000
Nissan,Altima,silver,2013,50939,ma,the hertz corporation,1,11600,11600
Lexus,ES 350,gray,2012,16263,fl,lexus financial services,1,24400,24400
Infiniti,G Sedan,white,2011,39695,fl,nissan infiniti lt,1,21200,21200
BMW,5 Series,beige,2010,65432,nj,wells fargo dealer services,1,15200,15200
Toyota,Camry,white,2012,36143,mo,toyota financial services,1,14300,14300
Chevrolet,Silverado 2500HD,black,2004,228980,nj,lucas chevrolet geo inc,1,6800,6800
Toyota,Tacoma,silver,2013,14221,mo,van chevrolet cadillac inc,1,28500,28500
Volvo,S60,gold,2004,98915,nj,sharlene realty llc,1,2800,2800
Kia,Forte,blue,2015,10397,ga,capital one auto finance,1,12600,12600
Hyundai,Elantra,blue,2013,20107,oh,hyundai motor finance,1,12600,12600
Hyundai,Sonata,blue,2013,20827,ca,hyundai motor finance,1,13500,13500
Pontiac,G6,white,2007,98316,nc,bb&t,1,4800,4800
Jeep,Grand Cherokee,silver,2012,50657,il,ally,1,19500,19500
Mitsubishi,Outlander Sport,gray,2011,43660,va,gm financial,1,11100,11100
Nissan,Xterra,blue,2002,69539,nv,kars forever,1,4200,4200
Nissan,Sentra,white,2014,21906,ca,enterprise vehicle exchange / tra / rental / tulsa,1,8600,8600
Ford,Edge,gray,2013,30213,nj,ford motor credit company llc,1,21400,21400
Ford,Fusion,white,2013,14926,nj,ford motor credit company llc,1,14200,14200
Acura,ZDX,black,2012,20803,nv,findlay acura,1,30000,30000
Hyundai,Sonata,gray,2012,34838,pa,hyundai motor finance,1,10500,10500
Jeep,Grand Cherokee,black,2012,36191,mi,fiserv/usb dealer services northstar exchange,1,21600,21600
Infiniti,G Sedan,white,2011,37684,ca,nissan infiniti lt,1,14000,14000
Infiniti,G Sedan,gray,2011,34282,fl,nissan infiniti lt,1,18800,18800
Kia,Sorento,white,2015,20287,fl,kia motors america  inc,1,18100,18100
Mazda,Mazda6,black,2012,32421,wi,jpmorgan chase bank n.a.,1,13000,13000
Dodge,Grand Caravan,beige,2009,85740,mn,wells fargo dealer services,1,6000,6000
Chevrolet,Silverado 1500,silver,2014,11403,tn,midtown motors,1,27500,27500
Land Rover,Range Rover,black,2011,30938,tx,music city autoplex llc,1,43000,43000
,,silver,2005,120228,fl,santander consumer,1,1600,1600
Kia,Soul,red,2013,17830,tx,td auto finance,1,13300,13300
Nissan,Altima,gray,2013,11111,tn,nissan north america inc.,1,14700,14700
Ram,1500,white,2013,30334,mo,kingdom auto center inc,1,23000,23000
GMC,Canyon,red,2012,36989,co,high country honda,1,21900,21900
Chevrolet,Spark,Ã¢â‚¬â€,2014,6145,tn,primeritus remarketing/crescent bank & trust,1,7800,7800
Chevrolet,Equinox,silver,2010,104650,tx,consolidated asset recovery systems  inc.,1,7500,7500
Dodge,Ram Pickup 1500,red,2009,67630,mi,automobiles paille inc,1,15900,15900
Mitsubishi,Endeavor,red,2008,112936,va,navy fcu,1,3600,3600
Chevrolet,Silverado 1500,white,2003,217998,tx,first financial bank n.a.,1,2700,2700
Honda,Accord,blue,2013,46799,in,honda of america manufacturing,1,19250,19250
Buick,Enclave,white,2011,72639,ca,aaero sweet company,1,18250,18250
Mercedes-Benz,C-Class,gray,2011,70312,mo,car city inc,1,15600,15600
,,black,2010,162092,pa,criswell isuzu trucks,1,7000,7000
Buick,Lucerne,black,2008,138845,pa,lease & rental management,1,3600,3600
Land Rover,LR2,black,2008,53976,ca,aaero sweet company,1,13250,13250
GMC,Canyon,red,2005,208494,tx,texas rv outlet superstore,1,3900,3900
Hyundai,Santa Fe,beige,2004,100007,ca,credit acceptance corp/vrs/southfield,1,600,600
Toyota,Camry,red,2004,129615,fl,courtesy toyota of brandon,1,4800,4800
Ram,2500,gray,2014,16287,nv,barco rent a truck,1,44100,44100
Chrysler,200,red,2013,37553,mn,chrysler capital,1,9000,9000
Dodge,Grand Caravan,black,2013,34873,nv,ez rent a car/orlando,1,12700,12700
Chrysler,Town and Country,red,2014,30155,il,hertz corporation/gdp,1,18500,18500
Hyundai,Elantra,off-white,2013,44954,sc,enterprise vehicle exchange / tra / rental / tulsa,1,8500,8500
Mercedes-Benz,S-Class,white,2013,26327,pa,tsj auto brokers inc,1,50000,50000
Honda,Accord,gray,2012,29490,ca,ahfc/honda lease trust/hvt  inc. eot,1,17500,17500
Honda,Accord,gray,2012,32497,ca,ahfc/honda lease trust/hvt  inc. eot,1,14100,14100
Honda,CR-V,gray,2012,27675,fl,napleton's hyundai,1,20200,20200
Nissan,Maxima,white,2012,64379,ca,the hertz corporation,1,12200,12200
Toyota,Highlander,beige,2012,47723,pa,adcock brothers inc,1,26000,26000
Ford,F-150,gold,2010,111708,fl,andrew thomas motorcars,1,10800,10800
Hyundai,Sonata,silver,2008,100162,md,credit acceptance corp/vrs/southfield,1,3100,3100
Ford,Edge,gray,2007,92312,ne,lexus of omaha,1,11600,11600
Saturn,VUE,silver,2005,139021,fl,credit acceptance corp/vrs/southfield,1,2200,2200
Ford,Explorer,blue,2004,113214,fl,credit acceptance corp/vrs/southfield,1,2300,2300
,,red,2004,98183,oh,wells fargo dealer services,1,6500,6500
Dodge,Durango,gray,2003,142268,md,credit acceptance corp/vrs/southfield,1,1400,1400
Honda,Accord,gray,1998,175599,ga,nalley acura,1,2400,2400
BMW,5 Series,black,2014,4295,oh,bmw north america,1,50500,50500
BMW,5 Series,gray,2014,4855,oh,bmw north america,1,50000,50000
Infiniti,G Sedan,black,2013,13429,nj,nissan infiniti lt,1,23750,23750
Lincoln,MKS,silver,2013,16134,fl,fiserv/regions bank,1,21000,21000
Ford,Explorer,white,2007,109639,pa,west street motors llc,1,8000,8000
Ford,Taurus,white,2013,63221,nj,lease plan usa,1,13800,13800
Toyota,Corolla,silver,2012,58017,oh,the hertz corporation,1,9800,9800
Volkswagen,Jetta,gray,2012,22502,tx,vw credit,1,8800,8800
Hyundai,Sonata,black,2011,84457,pa,healey hyundai inc,1,9300,9300
Chrysler,300,white,2014,26387,tx,budget rac of atlanta,1,23000,23000
Mercedes-Benz,GLK-Class,Ã¢â‚¬â€,2012,31282,oh,mercedes-benz financial services,1,26250,26250
Ford,Explorer,silver,2007,151166,ga,gm financial,1,3900,3900
Ford,Fusion,silver,2011,71517,ca,wheels exchange llc,1,7000,7000
Chrysler,300,red,2014,29375,il,hertz corporation/gdp,1,20500,20500
Chevrolet,Silverado 1500,silver,2013,17596,nv,unique autos,1,28800,28800
Ford,Edge,Ã¢â‚¬â€,2013,57214,tn,ars/avis budget group,1,18800,18800
Ford,Explorer,Ã¢â‚¬â€,2013,46803,tn,ars/avis budget group,1,23100,23100
Infiniti,M,gray,2012,71377,tx,nissan infiniti lt,1,20000,20000
GMC,Sierra 1500,burgundy,2004,178757,ca,lobel financial corp,1,4500,4500
Pontiac,Grand Prix,burgundy,2004,160265,oh,select remarketing group llc/loan max title,1,1200,1200
Mazda,CX-7,silver,2011,32246,nj,jpmorgan chase bank n.a.,1,12400,12400
Ford,F-150,gray,2009,84348,nv,amigo auto sales,1,15000,15000
Hyundai,Accent,blue,2009,109251,wi,napletons hyundai of aurora,1,4100,4100
Ford,Escape,Ã¢â‚¬â€,2013,68360,ny,ari,1,13700,13700
Ford,Escape,white,2012,34877,va,shirlie slack mitsubishi,1,18500,18500
Honda,Accord,gray,2012,35337,ca,remarketing by ge/larry h miller-fleet lease,1,13000,13000
,,black,2012,62221,tn,dtg operations inc,1,7700,7700
Chevrolet,Aveo,yellow,2007,95204,fl,autonation nissan pembroke pines,1,2600,2600
Toyota,Highlander,red,2005,175213,ma,harr toyota harr scion,1,4800,4800
BMW,X5,silver,2001,999999,md,lexus of silver spring,1,2400,2400
BMW,3 Series,silver,2002,72546,wa,bmw seattle,1,6100,6100
Jeep,Patriot,gray,2014,16558,pa,hertz corporation/gdp,1,17200,17200
Toyota,Corolla,black,2009,110129,ga,world omni/santander,1,5000,5000
Nissan,Rogue,blue,2008,122626,ca,veros credit,1,6000,6000
Infiniti,G Sedan,black,2011,16511,tn,nissan infiniti lt,1,19200,19200
,,red,2006,68990,va,shirlie slack mitsubishi,1,14200,14200
Toyota,Sienna,gray,2004,106536,va,browns arlington honda,1,5300,5300
Pontiac,Grand Prix,silver,2002,123122,fl,autonation toyota pinellas park,1,600,600
Chrysler,Town and Country,white,2014,28491,tx,hertz corporation/gdp,1,18400,18400
Nissan,Altima,gray,2012,44479,mo,nissan-infiniti lt,1,10900,10900
,,blue,1993,164728,fl,autonation ford sanford,1,800,800
